project_name,snapshot_date,stage,probability,expected_close_date,pipeline_value
Project 0071,2026-03-24,In Delivery,0.75,2026-04-10,429000
Project 0072,2026-08-24,Qualified,0.35,2026-01-31,1282750
Project 0072,2026-07-24,Qualified,0.35,2026-01-31,1282750
Project 0072,2026-06-24,Qualified,0.35,2026-01-31,1282750
Project 0072,2026-05-24,Qualified,0.35,2026-01-31,1282750
Project 0072,2026-04-24,Qualified,0.35,2026-01-31,1282750
Project 0072,2026-03-24,Qualified,0.35,2026-01-31,1282750
Project 0073,2026-08-24,Closed Won,1.0,2026-12-18,354200
Project 0073,2026-07-24,Closed Won,1.0,2026-12-18,354200
Project 0073,2026-06-24,Closed Won,1.0,2026-12-18,354200
Project 0073,2026-05-24,Closed Won,1.0,2026-12-18,354200
Project 0073,2026-04-24,Closed Won,1.0,2026-12-18,354200
Project 0073,2026-03-24,Closed Won,1.0,2026-12-18,354200
Project 0074,2026-08-24,In Delivery,0.75,2024-12-10,607650
Project 0074,2026-07-24,In Delivery,0.75,2024-12-10,607650
Project 0074,2026-06-24,In Delivery,0.75,2024-12-10,607650
Project 0074,2026-05-24,In Delivery,0.75,2024-12-10,607650
Project 0074,2026-04-24,In Delivery,0.75,2024-12-10,607650
Project 0074,2026-03-24,In Delivery,0.75,2024-12-10,607650
Project 0075,2026-08-24,Qualified,0.35,2025-10-09,1660800
Project 0075,2026-07-24,Qualified,0.35,2025-10-09,1660800
Project 0075,2026-06-24,Qualified,0.35,2025-10-09,1660800
Project 0075,2026-05-24,Qualified,0.35,2025-10-09,1660800
Project 0075,2026-04-24,Qualified,0.35,2025-10-09,1660800
Project 0075,2026-03-24,Qualified,0.35,2025-10-09,1660800
Project 0076,2026-08-24,Closed Won,1.0,2026-05-19,208250
Project 0076,2026-07-24,Closed Won,1.0,2026-05-19,208250
Project 0076,2026-06-24,Closed Won,1.0,2026-05-19,208250
Project 0076,2026-05-24,Closed Won,1.0,2026-05-19,208250
Project 0076,2026-04-24,Closed Won,1.0,2026-05-19,208250
Project 0076,2026-03-24,Closed Won,1.0,2026-05-19,208250
Project 0077,2026-08-24,Closed Lost,0.0,2025-10-26,894600
Project 0077,2026-07-24,Closed Lost,0.0,2025-10-26,894600
Project 0077,2026-06-24,Closed Lost,0.0,2025-10-26,894600
Project 0077,2026-05-24,Closed Lost,0.0,2025-10-26,894600
Project 0077,2026-04-24,Closed Lost,0.0,2025-10-26,894600
Project 0077,2026-03-24,Closed Lost,0.0,2025-10-26,894600
Project 0078,2026-08-24,In Delivery,0.75,2025-08-18,1098300
Project 0078,2026-07-24,In Delivery,0.75,2025-08-18,1098300
Project 0078,2026-06-24,In Delivery,0.75,2025-08-18,1098300
Project 0078,2026-05-24,In Delivery,0.75,2025-08-18,1098300
Project 0078,2026-04-24,In Delivery,0.75,2025-08-18,1098300
Project 0078,2026-03-24,In Delivery,0.75,2025-08-18,1098300
Project 0079,2026-08-24,Prospect,0.15,2026-07-14,1272800
Project 0079,2026-07-24,Prospect,0.15,2026-07-14,1272800
Project 0079,2026-06-24,Prospect,0.15,2026-07-14,1272800
Project 0079,2026-05-24,Prospect,0.15,2026-07-14,1272800
Project 0079,2026-04-24,Prospect,0.15,2026-07-14,1272800
Project 0079,2026-03-24,Prospect,0.15,2026-07-14,1272800
Project 0080,2026-08-24,Closed Won,1.0,2025-08-30,1132500
Project 0080,2026-07-24,Closed Won,1.0,2025-08-30,1132500
Project 0080,2026-06-24,Closed Won,1.0,2025-08-30,1132500
Project 0080,2026-05-24,Closed Won,1.0,2025-08-30,1132500
Project 0080,2026-04-24,Closed Won,1.0,2025-08-30,1132500
Project 0080,2026-03-24,Closed Won,1.0,2025-08-30,1132500
Project 0081,2026-08-24,Closed Won,1.0,2026-09-30,410850
Project 0081,2026-07-24,Closed Won,1.0,2026-09-30,410850
Project 0081,2026-06-24,Closed Won,1.0,2026-09-30,410850
Project 0081,2026-05-24,Closed Won,1.0,2026-09-30,410850
Project 0081,2026-04-24,Closed Won,1.0,2026-09-30,410850
Project 0081,2026-03-24,Closed Won,1.0,2026-09-30,410850
Project 0082,2026-08-24,Closed Won,1.0,2025-08-09,798250
Project 0082,2026-07-24,Closed Won,1.0,2025-08-09,798250
Project 0082,2026-06-24,Closed Won,1.0,2025-08-09,798250
Project 0082,2026-05-24,Closed Won,1.0,2025-08-09,798250
Project 0082,2026-04-24,Closed Won,1.0,2025-08-09,798250
Project 0082,2026-03-24,Closed Won,1.0,2025-08-09,798250
Project 0083,2026-08-24,Prospect,0.15,2026-04-09,905100
Project 0083,2026-07-24,Prospect,0.15,2026-04-09,905100
Project 0083,2026-06-24,Prospect,0.15,2026-04-09,905100
Project 0083,2026-05-24,Prospect,0.15,2026-04-09,905100
Project 0083,2026-04-24,Prospect,0.15,2026-04-09,905100
Project 0083,2026-03-24,Prospect,0.15,2026-04-09,905100
Project 0084,2026-08-24,In Delivery,0.75,2026-11-15,810800
Project 0084,2026-07-24,In Delivery,0.75,2026-11-15,810800
Project 0084,2026-06-24,In Delivery,0.75,2026-11-15,810800
Project 0084,2026-05-24,In Delivery,0.75,2026-11-15,810800
Project 0084,2026-04-24,In Delivery,0.75,2026-11-15,810800
Project 0084,2026-03-24,In Delivery,0.75,2026-11-15,810800
Project 0085,2026-08-24,Closed Won,1.0,2025-06-18,182600
Project 0085,2026-07-24,Closed Won,1.0,2025-06-18,182600
Project 0085,2026-06-24,Closed Won,1.0,2025-06-18,182600
Project 0085,2026-05-24,Closed Won,1.0,2025-06-18,182600
Project 0085,2026-04-24,Closed Won,1.0,2025-06-18,182600
Project 0085,2026-03-24,Closed Won,1.0,2025-06-18,182600
Project 0086,2026-08-24,Prospect,0.15,2027-01-21,577200
Project 0086,2026-07-24,Prospect,0.15,2027-01-21,577200
Project 0086,2026-06-24,Prospect,0.15,2027-01-21,577200
Project 0086,2026-05-24,Prospect,0.15,2027-01-21,577200
Project 0086,2026-04-24,Prospect,0.15,2027-01-21,577200
Project 0086,2026-03-24,Prospect,0.15,2027-01-21,577200
Project 0087,2026-08-24,Closed Won,1.0,2026-04-09,323700
Project 0087,2026-07-24,Closed Won,1.0,2026-04-09,323700
Project 0087,2026-06-24,Closed Won,1.0,2026-04-09,323700
Project 0087,2026-05-24,Closed Won,1.0,2026-04-09,323700
Project 0087,2026-04-24,Closed Won,1.0,2026-04-09,323700
Project 0087,2026-03-24,Closed Won,1.0,2026-04-09,323700
Project 0088,2026-08-24,Prospect,0.15,2026-11-09,451200
Project 0088,2026-07-24,Prospect,0.15,2026-11-09,451200
Project 0088,2026-06-24,Prospect,0.15,2026-11-09,451200
Project 0088,2026-05-24,Prospect,0.15,2026-11-09,451200
Project 0088,2026-04-24,Prospect,0.15,2026-11-09,451200
Project 0088,2026-03-24,Prospect,0.15,2026-11-09,451200
Project 0089,2026-08-24,Closed Lost,0.0,2027-03-05,718200
Project 0089,2026-07-24,Closed Lost,0.0,2027-03-05,718200
Project 0089,2026-06-24,Closed Lost,0.0,2027-03-05,718200
Project 0089,2026-05-24,Closed Lost,0.0,2027-03-05,718200
Project 0089,2026-04-24,Closed Lost,0.0,2027-03-05,718200
Project 0089,2026-03-24,Closed Lost,0.0,2027-03-05,718200
Project 0090,2026-08-24,Qualified,0.35,2027-04-27,742400
Project 0090,2026-07-24,Qualified,0.35,2027-04-27,742400
Project 0090,2026-06-24,Qualified,0.35,2027-04-27,742400
Project 0090,2026-05-24,Qualified,0.35,2027-04-27,742400
Project 0090,2026-04-24,Qualified,0.35,2027-04-27,742400
Project 0090,2026-03-24,Qualified,0.35,2027-04-27,742400
Project 0091,2026-08-24,Qualified,0.35,2025-12-20,1324400
Project 0091,2026-07-24,Qualified,0.35,2025-12-20,1324400
Project 0091,2026-06-24,Qualified,0.35,2025-12-20,1324400
Project 0091,2026-05-24,Qualified,0.35,2025-12-20,1324400
Project 0091,2026-04-24,Qualified,0.35,2025-12-20,1324400
Project 0091,2026-03-24,Qualified,0.35,2025-12-20,1324400
Project 0092,2026-08-24,Prospect,0.15,2026-02-13,621200
Project 0092,2026-07-24,Prospect,0.15,2026-02-13,621200
Project 0092,2026-06-24,Prospect,0.15,2026-02-13,621200
Project 0092,2026-05-24,Prospect,0.15,2026-02-13,621200
Project 0092,2026-04-24,Prospect,0.15,2026-02-13,621200
Project 0092,2026-03-24,Prospect,0.15,2026-02-13,621200
Project 0093,2026-08-24,Prospect,0.15,2026-06-07,877000
Project 0093,2026-07-24,Prospect,0.15,2026-06-07,877000
Project 0093,2026-06-24,Prospect,0.15,2026-06-07,877000
Project 0093,2026-05-24,Prospect,0.15,2026-06-07,877000
Project 0093,2026-04-24,Prospect,0.15,2026-06-07,877000
Project 0093,2026-03-24,Prospect,0.15,2026-06-07,877000
Project 0094,2026-08-24,Closed Lost,0.0,2025-10-31,993750
Project 0094,2026-07-24,Closed Lost,0.0,2025-10-31,993750
Project 0094,2026-06-24,Closed Lost,0.0,2025-10-31,993750
Project 0094,2026-05-24,Closed Lost,0.0,2025-10-31,993750
Project 0094,2026-04-24,Closed Lost,0.0,2025-10-31,993750
Project 0094,2026-03-24,Closed Lost,0.0,2025-10-31,993750
Project 0095,2026-08-24,Qualified,0.35,2025-05-18,812400
Project 0095,2026-07-24,Qualified,0.35,2025-05-18,812400
Project 0095,2026-06-24,Qualified,0.35,2025-05-18,812400
Project 0095,2026-05-24,Qualified,0.35,2025-05-18,812400
Project 0095,2026-04-24,Qualified,0.35,2025-05-18,812400
Project 0095,2026-03-24,Qualified,0.35,2025-05-18,812400
Project 0096,2026-08-24,Qualified,0.35,2025-08-09,305700
Project 0096,2026-07-24,Qualified,0.35,2025-08-09,305700
Project 0096,2026-06-24,Qualified,0.35,2025-08-09,305700
Project 0096,2026-05-24,Qualified,0.35,2025-08-09,305700
Project 0096,2026-04-24,Qualified,0.35,2025-08-09,305700
Project 0096,2026-03-24,Qualified,0.35,2025-08-09,305700
Project 0097,2026-08-24,Closed Won,1.0,2025-12-18,182250
Project 0097,2026-07-24,Closed Won,1.0,2025-12-18,182250
Project 0097,2026-06-24,Closed Won,1.0,2025-12-18,182250
Project 0097,2026-05-24,Closed Won,1.0,2025-12-18,182250
Project 0097,2026-04-24,Closed Won,1.0,2025-12-18,182250
Project 0097,2026-03-24,Closed Won,1.0,2025-12-18,182250
Project 0098,2026-08-24,Prospect,0.15,2025-03-11,653700
Project 0098,2026-07-24,Prospect,0.15,2025-03-11,653700
Project 0098,2026-06-24,Prospect,0.15,2025-03-11,653700
Project 0098,2026-05-24,Prospect,0.15,2025-03-11,653700
Project 0098,2026-04-24,Prospect,0.15,2025-03-11,653700
Project 0098,2026-03-24,Prospect,0.15,2025-03-11,653700
Project 0099,2026-08-24,Qualified,0.35,2025-03-26,1443900
Project 0099,2026-07-24,Qualified,0.35,2025-03-26,1443900
Project 0099,2026-06-24,Qualified,0.35,2025-03-26,1443900
Project 0099,2026-05-24,Qualified,0.35,2025-03-26,1443900
Project 0099,2026-04-24,Qualified,0.35,2025-03-26,1443900
Project 0099,2026-03-24,Qualified,0.35,2025-03-26,1443900
Project 0100,2026-08-24,In Delivery,0.75,2025-01-30,1342600
Project 0100,2026-07-24,In Delivery,0.75,2025-01-30,1342600
Project 0100,2026-06-24,In Delivery,0.75,2025-01-30,1342600
Project 0100,2026-05-24,In Delivery,0.75,2025-01-30,1342600
Project 0100,2026-04-24,In Delivery,0.75,2025-01-30,1342600
Project 0100,2026-03-24,In Delivery,0.75,2025-01-30,1342600
Project 0101,2026-08-24,In Delivery,0.75,2025-06-30,562000
Project 0101,2026-07-24,In Delivery,0.75,2025-06-30,562000
Project 0101,2026-06-24,In Delivery,0.75,2025-06-30,562000
Project 0101,2026-05-24,In Delivery,0.75,2025-06-30,562000
Project 0101,2026-04-24,In Delivery,0.75,2025-06-30,562000
Project 0101,2026-03-24,In Delivery,0.75,2025-06-30,562000
Project 0102,2026-08-24,Closed Won,1.0,2026-02-12,956600
Project 0102,2026-07-24,Closed Won,1.0,2026-02-12,956600
Project 0102,2026-06-24,Closed Won,1.0,2026-02-12,956600
Project 0102,2026-05-24,Closed Won,1.0,2026-02-12,956600
Project 0102,2026-04-24,Closed Won,1.0,2026-02-12,956600
Project 0102,2026-03-24,Closed Won,1.0,2026-02-12,956600
Project 0103,2026-08-24,In Delivery,0.75,2027-03-13,349200
Project 0103,2026-07-24,In Delivery,0.75,2027-03-13,349200
Project 0103,2026-06-24,In Delivery,0.75,2027-03-13,349200
Project 0103,2026-05-24,In Delivery,0.75,2027-03-13,349200
Project 0103,2026-04-24,In Delivery,0.75,2027-03-13,349200
Project 0103,2026-03-24,In Delivery,0.75,2027-03-13,349200
Project 0104,2026-08-24,In Delivery,0.75,2026-01-07,235200
Project 0104,2026-07-24,In Delivery,0.75,2026-01-07,235200
Project 0104,2026-06-24,In Delivery,0.75,2026-01-07,235200
Project 0104,2026-05-24,In Delivery,0.75,2026-01-07,235200
Project 0104,2026-04-24,In Delivery,0.75,2026-01-07,235200
Project 0104,2026-03-24,In Delivery,0.75,2026-01-07,235200
Project 0105,2026-08-24,Closed Won,1.0,2026-11-20,836200
Project 0105,2026-07-24,Closed Won,1.0,2026-11-20,836200
Project 0105,2026-06-24,Closed Won,1.0,2026-11-20,836200
Project 0105,2026-05-24,Closed Won,1.0,2026-11-20,836200
Project 0105,2026-04-24,Closed Won,1.0,2026-11-20,836200
Project 0105,2026-03-24,Closed Won,1.0,2026-11-20,836200
Project 0106,2026-08-24,Qualified,0.35,2026-04-20,389500
Project 0106,2026-07-24,Qualified,0.35,2026-04-20,389500
Project 0106,2026-06-24,Qualified,0.35,2026-04-20,389500
Project 0106,2026-05-24,Qualified,0.35,2026-04-20,389500
Project 0106,2026-04-24,Qualified,0.35,2026-04-20,389500
Project 0106,2026-03-24,Qualified,0.35,2026-04-20,389500
Project 0107,2026-08-24,Closed Won,1.0,2025-06-28,967400
Project 0107,2026-07-24,Closed Won,1.0,2025-06-28,967400
Project 0107,2026-06-24,Closed Won,1.0,2025-06-28,967400
Project 0107,2026-05-24,Closed Won,1.0,2025-06-28,967400
Project 0107,2026-04-24,Closed Won,1.0,2025-06-28,967400
Project 0107,2026-03-24,Closed Won,1.0,2025-06-28,967400
Project 0108,2026-08-24,Prospect,0.15,2025-08-10,734400
Project 0108,2026-07-24,Prospect,0.15,2025-08-10,734400
Project 0108,2026-06-24,Prospect,0.15,2025-08-10,734400
Project 0108,2026-05-24,Prospect,0.15,2025-08-10,734400
Project 0108,2026-04-24,Prospect,0.15,2025-08-10,734400
Project 0108,2026-03-24,Prospect,0.15,2025-08-10,734400
Project 0109,2026-08-24,In Delivery,0.75,2027-05-08,1800000
Project 0109,2026-07-24,In Delivery,0.75,2027-05-08,1800000
Project 0109,2026-06-24,In Delivery,0.75,2027-05-08,1800000
Project 0109,2026-05-24,In Delivery,0.75,2027-05-08,1800000
Project 0109,2026-04-24,In Delivery,0.75,2027-05-08,1800000
Project 0109,2026-03-24,In Delivery,0.75,2027-05-08,1800000
Project 0110,2026-08-24,In Delivery,0.75,2026-04-30,1093500
Project 0110,2026-07-24,In Delivery,0.75,2026-04-30,1093500
Project 0110,2026-06-24,In Delivery,0.75,2026-04-30,1093500
Project 0110,2026-05-24,In Delivery,0.75,2026-04-30,1093500
Project 0110,2026-04-24,In Delivery,0.75,2026-04-30,1093500
Project 0110,2026-03-24,In Delivery,0.75,2026-04-30,1093500
Project 0111,2026-08-24,Closed Won,1.0,2025-02-19,303100
Project 0111,2026-07-24,Closed Won,1.0,2025-02-19,303100
Project 0111,2026-06-24,Closed Won,1.0,2025-02-19,303100
Project 0111,2026-05-24,Closed Won,1.0,2025-02-19,303100
Project 0111,2026-04-24,Closed Won,1.0,2025-02-19,303100
Project 0111,2026-03-24,Closed Won,1.0,2025-02-19,303100
Project 0112,2026-08-24,Closed Won,1.0,2025-05-08,979800
Project 0112,2026-07-24,Closed Won,1.0,2025-05-08,979800
Project 0112,2026-06-24,Closed Won,1.0,2025-05-08,979800
Project 0112,2026-05-24,Closed Won,1.0,2025-05-08,979800
Project 0112,2026-04-24,Closed Won,1.0,2025-05-08,979800
Project 0112,2026-03-24,Closed Won,1.0,2025-05-08,979800
Project 0113,2026-08-24,Qualified,0.35,2027-03-12,663400
Project 0113,2026-07-24,Qualified,0.35,2027-03-12,663400
Project 0113,2026-06-24,Qualified,0.35,2027-03-12,663400
Project 0113,2026-05-24,Qualified,0.35,2027-03-12,663400
Project 0113,2026-04-24,Qualified,0.35,2027-03-12,663400
Project 0113,2026-03-24,Qualified,0.35,2027-03-12,663400
Project 0114,2026-08-24,Prospect,0.15,2026-11-17,374400
Project 0114,2026-07-24,Prospect,0.15,2026-11-17,374400
Project 0114,2026-06-24,Prospect,0.15,2026-11-17,374400
Project 0114,2026-05-24,Prospect,0.15,2026-11-17,374400
Project 0114,2026-04-24,Prospect,0.15,2026-11-17,374400
Project 0114,2026-03-24,Prospect,0.15,2026-11-17,374400
Project 0115,2026-08-24,Prospect,0.15,2025-12-16,1520050
Project 0115,2026-07-24,Prospect,0.15,2025-12-16,1520050
Project 0115,2026-06-24,Prospect,0.15,2025-12-16,1520050
Project 0115,2026-05-24,Prospect,0.15,2025-12-16,1520050
Project 0115,2026-04-24,Prospect,0.15,2025-12-16,1520050
Project 0115,2026-03-24,Prospect,0.15,2025-12-16,1520050
Project 0116,2026-08-24,Prospect,0.15,2025-03-10,442800
Project 0116,2026-07-24,Prospect,0.15,2025-03-10,442800
Project 0116,2026-06-24,Prospect,0.15,2025-03-10,442800
Project 0116,2026-05-24,Prospect,0.15,2025-03-10,442800
Project 0116,2026-04-24,Prospect,0.15,2025-03-10,442800
Project 0116,2026-03-24,Prospect,0.15,2025-03-10,442800
Project 0117,2026-08-24,Qualified,0.35,2026-08-22,1729200
Project 0117,2026-07-24,Qualified,0.35,2026-08-22,1729200
Project 0117,2026-06-24,Qualified,0.35,2026-08-22,1729200
Project 0117,2026-05-24,Qualified,0.35,2026-08-22,1729200
Project 0117,2026-04-24,Qualified,0.35,2026-08-22,1729200
Project 0117,2026-03-24,Qualified,0.35,2026-08-22,1729200
Project 0118,2026-08-24,Qualified,0.35,2026-06-21,738400
Project 0118,2026-07-24,Qualified,0.35,2026-06-21,738400
Project 0118,2026-06-24,Qualified,0.35,2026-06-21,738400
Project 0118,2026-05-24,Qualified,0.35,2026-06-21,738400
Project 0118,2026-04-24,Qualified,0.35,2026-06-21,738400
Project 0118,2026-03-24,Qualified,0.35,2026-06-21,738400
Project 0119,2026-08-24,Qualified,0.35,2025-02-27,315900
Project 0119,2026-07-24,Qualified,0.35,2025-02-27,315900
Project 0119,2026-06-24,Qualified,0.35,2025-02-27,315900
Project 0119,2026-05-24,Qualified,0.35,2025-02-27,315900
Project 0119,2026-04-24,Qualified,0.35,2025-02-27,315900
Project 0119,2026-03-24,Qualified,0.35,2025-02-27,315900
Project 0120,2026-08-24,Qualified,0.35,2025-09-26,97500
Project 0120,2026-07-24,Qualified,0.35,2025-09-26,97500
Project 0120,2026-06-24,Qualified,0.35,2025-09-26,97500
Project 0120,2026-05-24,Qualified,0.35,2025-09-26,97500
Project 0120,2026-04-24,Qualified,0.35,2025-09-26,97500
Project 0120,2026-03-24,Qualified,0.35,2025-09-26,97500
Project 0121,2026-08-24,In Delivery,0.75,2026-11-29,39900
Project 0121,2026-07-24,In Delivery,0.75,2026-11-29,39900
Project 0121,2026-06-24,In Delivery,0.75,2026-11-29,39900
Project 0121,2026-05-24,In Delivery,0.75,2026-11-29,39900
Project 0121,2026-04-24,In Delivery,0.75,2026-11-29,39900
Project 0121,2026-03-24,In Delivery,0.75,2026-11-29,39900
Project 0122,2026-08-24,Closed Won,1.0,2025-04-18,737700
Project 0122,2026-07-24,Closed Won,1.0,2025-04-18,737700
Project 0122,2026-06-24,Closed Won,1.0,2025-04-18,737700
Project 0122,2026-05-24,Closed Won,1.0,2025-04-18,737700
Project 0122,2026-04-24,Closed Won,1.0,2025-04-18,737700
Project 0122,2026-03-24,Closed Won,1.0,2025-04-18,737700
Project 0123,2026-08-24,Qualified,0.35,2026-07-29,490250
Project 0123,2026-07-24,Qualified,0.35,2026-07-29,490250
Project 0123,2026-06-24,Qualified,0.35,2026-07-29,490250
Project 0123,2026-05-24,Qualified,0.35,2026-07-29,490250
Project 0123,2026-04-24,Qualified,0.35,2026-07-29,490250
Project 0123,2026-03-24,Qualified,0.35,2026-07-29,490250
Project 0124,2026-08-24,Prospect,0.15,2025-09-27,773200
Project 0124,2026-07-24,Prospect,0.15,2025-09-27,773200
Project 0124,2026-06-24,Prospect,0.15,2025-09-27,773200
Project 0124,2026-05-24,Prospect,0.15,2025-09-27,773200
Project 0124,2026-04-24,Prospect,0.15,2025-09-27,773200
Project 0124,2026-03-24,Prospect,0.15,2025-09-27,773200
Project 0125,2026-08-24,Prospect,0.15,2026-03-25,389550
Project 0125,2026-07-24,Prospect,0.15,2026-03-25,389550
Project 0125,2026-06-24,Prospect,0.15,2026-03-25,389550
Project 0125,2026-05-24,Prospect,0.15,2026-03-25,389550
Project 0125,2026-04-24,Prospect,0.15,2026-03-25,389550
Project 0125,2026-03-24,Prospect,0.15,2026-03-25,389550
Project 0126,2026-08-24,Closed Lost,0.0,2026-02-17,41000
Project 0126,2026-07-24,Closed Lost,0.0,2026-02-17,41000
Project 0126,2026-06-24,Closed Lost,0.0,2026-02-17,41000
Project 0126,2026-05-24,Closed Lost,0.0,2026-02-17,41000
Project 0126,2026-04-24,Closed Lost,0.0,2026-02-17,41000
Project 0126,2026-03-24,Closed Lost,0.0,2026-02-17,41000
Project 0127,2026-08-24,Closed Won,1.0,2025-08-07,1251200
Project 0127,2026-07-24,Closed Won,1.0,2025-08-07,1251200
Project 0127,2026-06-24,Closed Won,1.0,2025-08-07,1251200
Project 0127,2026-05-24,Closed Won,1.0,2025-08-07,1251200
Project 0127,2026-04-24,Closed Won,1.0,2025-08-07,1251200
Project 0127,2026-03-24,Closed Won,1.0,2025-08-07,1251200
Project 0128,2026-08-24,In Delivery,0.75,2026-04-01,402300
Project 0128,2026-07-24,In Delivery,0.75,2026-04-01,402300
Project 0128,2026-06-24,In Delivery,0.75,2026-04-01,402300
Project 0128,2026-05-24,In Delivery,0.75,2026-04-01,402300
Project 0128,2026-04-24,In Delivery,0.75,2026-04-01,402300
Project 0128,2026-03-24,In Delivery,0.75,2026-04-01,402300
Project 0129,2026-08-24,Closed Won,1.0,2027-02-20,1979600
Project 0129,2026-07-24,Closed Won,1.0,2027-02-20,1979600
Project 0129,2026-06-24,Closed Won,1.0,2027-02-20,1979600
Project 0129,2026-05-24,Closed Won,1.0,2027-02-20,1979600
Project 0129,2026-04-24,Closed Won,1.0,2027-02-20,1979600
Project 0129,2026-03-24,Closed Won,1.0,2027-02-20,1979600
Project 0130,2026-08-24,Qualified,0.35,2025-07-02,73150
Project 0130,2026-07-24,Qualified,0.35,2025-07-02,73150
Project 0130,2026-06-24,Qualified,0.35,2025-07-02,73150
Project 0130,2026-05-24,Qualified,0.35,2025-07-02,73150
Project 0130,2026-04-24,Qualified,0.35,2025-07-02,73150
Project 0130,2026-03-24,Qualified,0.35,2025-07-02,73150
Project 0131,2026-08-24,In Delivery,0.75,2026-03-19,272850
Project 0131,2026-07-24,In Delivery,0.75,2026-03-19,272850
Project 0131,2026-06-24,In Delivery,0.75,2026-03-19,272850
