project_name,month,actual_hours,actual_revenue,actual_cost
Project 0022,2025-09-01,226.92,104006.5,76213.39
Project 0022,2025-10-01,262.08,105608.88,75339.06
Project 0022,2025-11-01,266.18,98124.89,59992.21
Project 0022,2025-12-01,227.44,75739.1,51759.13
Project 0022,2026-01-01,191.46,77207.93,44621.43
Project 0022,2026-02-01,295.88,97031.88,72445.26
Project 0022,2026-03-01,284.64,89862.86,62667.24
Project 0022,2026-04-01,252.41,90091.13,52022.71
Project 0022,2026-05-01,228.41,104206.37,66611.82
Project 0022,2026-06-01,226.45,95606.99,57445.63
Project 0022,2026-07-01,192.88,94294.11,65453.79
Project 0022,2026-08-01,255.99,90510.85,61219.37
Project 0023,2024-09-01,144.85,25982.56,17843.72
Project 0023,2024-10-01,153.85,28070.84,20321.14
Project 0023,2024-11-01,133.59,22863.96,16909.25
Project 0023,2024-12-01,116.43,24777.46,16231.44
Project 0023,2025-01-01,121.27,22125.41,16586.62
Project 0023,2025-02-01,126.32,26114.77,19558.79
Project 0023,2025-03-01,136.04,30042.47,18087.99
Project 0023,2025-04-01,153.12,28858.61,19837.07
Project 0023,2025-05-01,151.49,29364.03,17816.9
Project 0023,2025-06-01,127.67,27523.47,19317.29
Project 0023,2025-07-01,113.48,26838.84,17514.15
Project 0023,2025-08-01,129.08,24285.2,16282.04
Project 0023,2025-09-01,156.92,24091.44,13591.38
Project 0023,2025-10-01,158.93,27214.25,18629.96
Project 0023,2025-11-01,167.69,25707.09,15681.01
Project 0023,2025-12-01,135.5,21291.06,11850.66
Project 0023,2026-01-01,121.71,29925.87,21181.1
Project 0023,2026-02-01,122.2,28269.01,19060.25
Project 0023,2026-03-01,138.7,21558.12,11920.12
Project 0023,2026-04-01,169.29,29622.95,17609.56
Project 0023,2026-05-01,155.48,23036.35,13837.38
Project 0023,2026-06-01,144.32,29382.16,18221.51
Project 0023,2026-07-01,139.32,28805.9,21095.33
Project 0023,2026-08-01,118.95,29686.42,16341.32
Project 0024,2024-09-01,133.34,17234.3,9669.98
Project 0024,2024-10-01,110.83,16438.92,9892.82
Project 0024,2024-11-01,97.72,16679.87,12334.1
Project 0024,2024-12-01,118.66,13131.83,7808.41
Project 0024,2025-01-01,122.19,14924.22,8776.12
Project 0024,2025-02-01,111.4,14793.59,8346.65
Project 0024,2025-03-01,104.7,16361.3,10878.9
Project 0024,2025-04-01,113.62,14761.43,8435.34
Project 0024,2025-05-01,110.56,14280.17,9949.4
Project 0024,2025-06-01,115.21,16475.74,9347.62
Project 0024,2025-07-01,96.13,13296.43,7644.43
Project 0024,2025-08-01,99.37,13976.66,8297.39
Project 0024,2025-09-01,88.74,12336.29,7038.51
Project 0024,2025-10-01,109.49,12955.65,8448.43
Project 0024,2025-11-01,109.17,12789.06,7908.11
Project 0024,2025-12-01,88.19,13014.83,8373.79
Project 0024,2026-01-01,99.21,15662.07,9027.01
Project 0024,2026-02-01,101.66,16723.6,9945.9
Project 0024,2026-03-01,128.87,16565.76,10596.61
Project 0024,2026-04-01,98.78,14626.78,8273.79
Project 0024,2026-05-01,92.79,15070.56,9642.97
Project 0024,2026-06-01,135.68,17005.36,10166.93
Project 0024,2026-07-01,111.65,15337.7,11121.94
Project 0024,2026-08-01,88.04,13478.71,7851.51
Project 0025,2024-09-01,62.59,5240.0,3711.35
Project 0025,2024-10-01,62.1,5898.25,3784.02
Project 0025,2024-11-01,80.24,4735.01,3490.11
Project 0025,2024-12-01,79.34,6493.28,3797.22
Project 0025,2025-01-01,70.59,4636.86,3396.6
Project 0025,2025-02-01,53.24,4897.65,3482.72
Project 0025,2025-03-01,65.56,4697.7,3221.58
Project 0025,2025-04-01,55.57,5015.86,3531.18
Project 0025,2025-05-01,82.98,5798.06,3588.2
Project 0025,2025-06-01,75.28,4667.81,3054.37
Project 0025,2025-07-01,76.71,4968.94,2935.41
Project 0025,2025-08-01,55.83,5063.31,3189.31
Project 0025,2025-09-01,68.62,5378.01,3720.47
Project 0025,2025-10-01,57.2,6346.73,3559.69
Project 0025,2025-11-01,57.38,4581.85,3122.94
Project 0025,2025-12-01,76.86,5991.54,3587.39
Project 0025,2026-01-01,67.66,5153.25,2899.41
Project 0025,2026-02-01,82.83,5760.22,3583.78
Project 0025,2026-03-01,68.18,6041.99,3477.54
Project 0025,2026-04-01,62.11,5702.74,3175.75
Project 0025,2026-05-01,79.05,5807.52,3594.59
Project 0025,2026-06-01,80.02,5321.08,3792.45
Project 0025,2026-07-01,60.56,5966.64,4367.84
Project 0025,2026-08-01,72.02,4852.05,2696.57
Project 0026,2024-09-01,58.31,5530.22,3538.98
Project 0026,2024-10-01,55.31,4966.79,3349.59
Project 0026,2024-11-01,77.93,5980.0,3519.05
Project 0026,2024-12-01,69.45,5669.27,3507.44
Project 0026,2025-01-01,70.18,4351.06,3215.86
Project 0026,2025-02-01,62.86,5508.32,3608.12
Project 0026,2025-03-01,71.93,4691.86,3280.94
Project 0026,2025-04-01,75.6,4589.71,2771.44
Project 0026,2025-05-01,61.36,6169.32,3612.61
Project 0026,2025-06-01,63.0,4978.98,2807.46
Project 0026,2025-07-01,67.53,5406.57,3772.63
Project 0026,2025-08-01,65.91,4370.07,2449.78
Project 0026,2025-09-01,51.94,5638.63,4129.42
Project 0026,2025-10-01,64.94,5640.4,3600.27
Project 0026,2025-11-01,58.71,4561.69,3301.71
Project 0026,2025-12-01,50.36,6022.44,4027.97
Project 0026,2026-01-01,68.14,5672.9,3212.77
Project 0026,2026-02-01,57.54,4726.02,3385.46
Project 0026,2026-03-01,64.35,5189.43,3824.5
Project 0026,2026-04-01,76.19,5517.7,3538.51
Project 0026,2026-05-01,77.09,4597.11,2950.15
Project 0026,2026-06-01,59.04,4657.89,2609.16
Project 0026,2026-07-01,74.88,5199.06,3830.23
Project 0026,2026-08-01,53.94,6075.58,3805.81
Project 0027,2024-09-01,178.28,6235.06,3876.66
Project 0027,2024-10-01,168.68,7859.58,4998.45
Project 0027,2024-11-01,185.61,6984.73,5188.94
Project 0027,2024-12-01,152.58,6938.9,5166.49
Project 0027,2025-01-01,148.0,6172.12,3518.67
Project 0027,2025-02-01,121.45,7530.96,4754.89
Project 0027,2025-03-01,156.25,6753.69,5059.85
Project 0027,2025-04-01,177.63,8316.09,5630.44
Project 0027,2025-05-01,133.91,6270.99,4609.26
Project 0027,2025-06-01,126.85,7145.51,4933.84
Project 0027,2025-07-01,138.16,6965.91,5221.61
Project 0027,2025-08-01,147.67,8471.31,6320.04
Project 0027,2025-09-01,170.54,7910.77,4400.78
Project 0027,2025-10-01,163.08,6486.67,4734.01
Project 0027,2025-11-01,128.93,7839.72,4493.35
Project 0027,2025-12-01,129.29,8433.71,5516.04
Project 0027,2026-01-01,125.28,6259.0,4284.1
Project 0027,2026-02-01,143.13,8016.04,4754.49
Project 0027,2026-03-01,134.62,8351.59,5498.73
Project 0027,2026-04-01,129.88,8767.9,6472.25
Project 0027,2026-05-01,158.59,6651.82,4160.06
Project 0027,2026-06-01,138.48,8759.06,5517.61
Project 0027,2026-07-01,156.47,8807.38,5729.43
Project 0027,2026-08-01,167.75,6853.6,3789.18
Project 0028,2024-09-01,143.78,15944.05,9858.77
Project 0028,2024-10-01,162.38,22114.89,15319.89
Project 0028,2024-11-01,147.94,21191.99,12187.86
Project 0028,2024-12-01,119.96,20832.84,12805.71
Project 0028,2025-01-01,139.94,21199.42,15305.73
Project 0028,2025-02-01,144.3,17060.53,9669.19
Project 0028,2025-03-01,153.77,19996.58,13337.44
Project 0028,2025-04-01,109.02,17423.73,9999.3
Project 0028,2025-05-01,164.29,19854.85,11740.31
Project 0028,2025-06-01,160.13,20624.48,13492.05
Project 0028,2025-07-01,156.98,20175.5,12148.37
Project 0028,2025-08-01,107.14,17633.09,13094.67
Project 0028,2025-09-01,153.89,21870.65,12374.75
Project 0028,2025-10-01,113.34,18661.38,10323.18
Project 0028,2025-11-01,165.9,19813.07,14474.9
Project 0028,2025-12-01,113.01,20363.18,12316.32
Project 0028,2026-01-01,153.8,17791.23,12639.77
Project 0028,2026-02-01,132.67,18235.36,10191.78
Project 0028,2026-03-01,134.72,17580.12,10080.38
Project 0028,2026-04-01,159.31,18700.74,12459.63
Project 0028,2026-05-01,118.83,16144.9,10411.99
Project 0028,2026-06-01,129.05,18074.1,11853.96
Project 0028,2026-07-01,155.87,19596.04,12114.14
Project 0028,2026-08-01,127.82,21105.42,11841.97
Project 0029,2024-09-01,82.14,9166.85,6755.12
Project 0029,2024-10-01,93.73,9721.64,7113.02
Project 0029,2024-11-01,80.03,9329.49,6171.35
Project 0029,2024-12-01,88.65,10535.93,6018.68
Project 0029,2025-01-01,67.47,9890.67,6324.79
Project 0029,2025-02-01,85.71,8057.34,5845.29
Project 0029,2025-03-01,64.36,8315.25,5069.8
Project 0029,2025-04-01,73.03,9548.3,5782.66
Project 0029,2025-05-01,78.96,7973.33,4825.38
Project 0029,2025-06-01,64.18,9737.61,6648.9
Project 0029,2025-07-01,78.67,8144.81,4945.68
Project 0029,2025-08-01,94.7,9711.01,7122.2
Project 0029,2025-09-01,77.74,9261.23,6609.37
Project 0029,2025-10-01,67.93,9583.69,6844.52
Project 0029,2025-11-01,68.12,8762.39,5313.16
Project 0029,2025-12-01,79.72,8241.54,4919.16
Project 0029,2026-01-01,65.83,7776.86,5184.48
Project 0029,2026-02-01,72.78,9749.71,5429.91
Project 0029,2026-03-01,93.62,7788.67,5052.58
Project 0029,2026-04-01,62.82,8842.08,6151.67
Project 0029,2026-05-01,68.58,9082.54,5195.35
Project 0029,2026-06-01,90.9,8615.53,6229.53
Project 0029,2026-07-01,87.04,9323.91,5342.89
Project 0029,2026-08-01,84.92,9276.4,5474.4
Project 0030,2024-09-01,125.32,45514.71,27886.66
Project 0030,2024-10-01,153.89,41782.55,28824.82
Project 0030,2024-11-01,167.49,34471.36,22632.84
Project 0030,2024-12-01,175.97,39637.05,27669.66
Project 0030,2025-01-01,161.5,34557.54,19664.96
Project 0030,2025-02-01,138.77,33255.94,24899.24
Project 0030,2025-03-01,156.1,35375.25,20683.17
Project 0030,2025-04-01,145.32,43281.04,29690.55
Project 0030,2025-05-01,160.8,35777.64,26801.89
Project 0030,2025-06-01,144.55,42430.85,31171.18
Project 0030,2025-07-01,159.79,33088.9,24080.42
Project 0030,2025-08-01,141.76,33747.68,19942.98
Project 0030,2025-09-01,154.61,41005.65,25034.96
Project 0030,2025-10-01,130.76,39474.01,24626.98
Project 0030,2025-11-01,169.82,35154.66,19405.44
Project 0030,2025-12-01,149.59,45547.12,28072.13
Project 0030,2026-01-01,145.47,43256.17,28108.8
Project 0030,2026-02-01,137.86,34444.48,20605.13
Project 0030,2026-03-01,135.96,33086.66,18792.04
Project 0030,2026-04-01,118.72,36553.37,20842.3
Project 0030,2026-05-01,177.18,35722.12,19662.77
Project 0030,2026-06-01,121.86,42043.0,30864.84
Project 0030,2026-07-01,174.3,34207.13,22993.53
Project 0030,2026-08-01,170.36,32879.23,21514.27
Project 0031,2024-09-01,385.06,35814.51,26335.6
Project 0031,2024-10-01,315.96,38920.7,27547.64
Project 0031,2024-11-01,403.64,41704.69,28713.79
Project 0031,2024-12-01,410.2,35545.5,20295.31
Project 0031,2025-01-01,347.26,35888.62,23799.48
Project 0031,2025-02-01,387.09,32338.17,20124.74
Project 0031,2025-03-01,391.5,37834.73,23679.12
Project 0031,2025-04-01,294.68,32786.69,24300.86
Project 0031,2025-05-01,321.98,33112.46,21544.16
Project 0031,2025-06-01,268.3,39055.48,25395.14
Project 0031,2025-07-01,416.39,37516.47,21828.27
Project 0031,2025-08-01,331.86,37100.22,23304.08
Project 0031,2025-09-01,300.66,41480.46,24648.28
Project 0031,2025-10-01,344.22,42371.19,26822.29
Project 0031,2025-11-01,296.38,34500.95,19048.33
Project 0031,2025-12-01,352.87,33407.89,24333.46
Project 0031,2026-01-01,317.83,36158.76,20723.35
Project 0031,2026-02-01,273.39,37584.75,27569.17
Project 0031,2026-03-01,419.24,41582.78,30212.58
Project 0031,2026-04-01,347.19,38770.32,22801.42
Project 0031,2026-05-01,405.82,38616.41,21631.78
Project 0031,2026-06-01,319.85,44259.27,32304.95
Project 0031,2026-07-01,370.31,45345.95,30966.06
Project 0031,2026-08-01,395.5,38485.92,28568.97
Project 0032,2024-09-01,63.88,9196.93,6174.44
Project 0032,2024-10-01,61.71,9420.44,6695.79
Project 0032,2024-11-01,48.82,8397.07,5263.2
Project 0032,2024-12-01,50.95,8203.43,4680.05
Project 0032,2025-01-01,49.43,8476.94,5175.93
Project 0032,2025-02-01,73.11,9105.33,6315.22
Project 0032,2025-03-01,65.94,9850.59,5996.64
Project 0032,2025-04-01,66.04,8887.35,5548.78
Project 0032,2025-05-01,66.07,6921.23,3836.71
Project 0032,2025-06-01,51.54,8764.56,5811.96
Project 0032,2025-07-01,47.5,8382.13,5218.49
Project 0032,2025-08-01,69.99,8674.13,6312.41
Project 0032,2025-09-01,66.75,8321.85,5103.71
Project 0032,2025-10-01,52.37,7896.18,5230.35
Project 0032,2025-11-01,49.41,7813.19,5367.67
Project 0032,2025-12-01,56.83,8994.62,5085.06
Project 0032,2026-01-01,59.05,8148.92,5571.69
Project 0032,2026-02-01,65.52,7815.75,5660.93
Project 0032,2026-03-01,73.5,7581.59,4755.73
Project 0032,2026-04-01,58.49,7671.05,4363.9
Project 0032,2026-05-01,58.3,7245.71,5090.03
Project 0032,2026-06-01,65.04,9573.21,5466.73
Project 0032,2026-07-01,64.25,8887.25,6320.19
Project 0032,2026-08-01,70.52,9347.67,5915.45
Project 0033,2024-09-01,202.57,55679.33,41752.1
Project 0033,2024-10-01,176.66,45927.91,26627.24
Project 0033,2024-11-01,220.48,57135.11,36537.9
Project 0033,2024-12-01,267.94,60478.4,37027.23
Project 0033,2025-01-01,260.8,46557.26,34042.85
Project 0033,2025-02-01,238.81,52763.08,31730.81
Project 0033,2025-03-01,239.09,57600.35,37480.71
Project 0033,2025-04-01,267.57,43777.57,29466.26
Project 0033,2025-05-01,236.5,46251.82,31705.28
Project 0033,2025-06-01,247.72,52467.72,34958.76
Project 0033,2025-07-01,181.03,60343.04,34470.91
Project 0033,2025-08-01,244.91,45896.88,31169.45
Project 0033,2025-09-01,249.2,59303.37,38646.29
Project 0033,2025-10-01,202.35,61165.33,43833.42
Project 0033,2025-11-01,240.75,50620.56,35204.26
Project 0033,2025-12-01,189.74,54482.91,34792.25
Project 0033,2026-01-01,260.86,53133.36,33937.82
Project 0033,2026-02-01,219.84,59801.43,39454.35
Project 0033,2026-03-01,234.16,57516.06,42679.42
Project 0033,2026-04-01,228.1,54978.97,30497.85
Project 0033,2026-05-01,205.68,50376.89,35244.73
Project 0033,2026-06-01,196.24,46542.7,27362.63
Project 0033,2026-07-01,206.86,45000.06,32723.34
Project 0033,2026-08-01,249.44,57117.49,40523.0
Project 0034,2024-09-01,279.22,14201.42,8200.76
Project 0034,2024-10-01,247.38,14573.41,8315.31
Project 0034,2024-11-01,226.26,16762.06,11848.79
Project 0034,2024-12-01,204.42,15443.52,10763.4
Project 0034,2025-01-01,237.23,14105.42,7971.06
Project 0034,2025-02-01,255.76,16138.1,10098.17
Project 0034,2025-03-01,277.81,18008.68,12454.59
Project 0034,2025-04-01,211.99,16670.48,11358.65
Project 0034,2025-05-01,200.51,13805.63,10352.75
Project 0034,2025-06-01,230.89,16163.17,9821.27
Project 0034,2025-07-01,190.52,16060.59,9137.45
Project 0034,2025-08-01,238.11,12886.62,8635.6
Project 0034,2025-09-01,261.62,13051.26,7779.58
Project 0034,2025-10-01,289.22,16512.35,11364.15
Project 0034,2025-11-01,285.65,17612.79,11401.64
Project 0034,2025-12-01,275.46,16607.52,10318.62
Project 0034,2026-01-01,285.48,14156.85,9842.7
Project 0034,2026-02-01,232.81,13924.99,9876.86
Project 0034,2026-03-01,254.07,15744.58,11033.07
Project 0034,2026-04-01,242.44,16161.13,11311.54
Project 0034,2026-05-01,251.95,16747.8,10416.42
Project 0034,2026-06-01,288.0,14959.5,8563.97
Project 0034,2026-07-01,237.4,14196.35,10183.69
Project 0034,2026-08-01,214.59,13613.71,7666.69
Project 0035,2024-09-01,282.39,22308.36,14003.73
Project 0035,2024-10-01,375.15,20352.57,12868.24
Project 0035,2024-11-01,323.03,18126.91,13460.89
Project 0035,2024-12-01,388.23,21575.36,15495.89
Project 0035,2025-01-01,342.07,17312.19,10514.62
Project 0035,2025-02-01,288.23,21216.92,13149.7
Project 0035,2025-03-01,277.91,23927.84,17343.42
Project 0035,2025-04-01,261.47,17271.12,12451.35
Project 0035,2025-05-01,354.69,21745.9,12871.04
Project 0035,2025-06-01,353.27,21048.9,14217.75
Project 0035,2025-07-01,384.88,20561.34,14089.28
Project 0035,2025-08-01,352.21,23812.87,16599.78
Project 0035,2025-09-01,299.61,17640.68,12730.82
Project 0035,2025-10-01,264.96,18778.47,11552.91
Project 0035,2025-11-01,379.98,18687.75,13522.33
Project 0035,2025-12-01,257.27,20770.01,14391.8
Project 0035,2026-01-01,386.41,21692.63,14355.98
Project 0035,2026-02-01,322.28,19552.4,14583.21
Project 0035,2026-03-01,344.0,22236.6,13300.52
Project 0035,2026-04-01,355.12,22588.86,13857.31
Project 0035,2026-05-01,290.4,20650.93,12426.51
Project 0035,2026-06-01,289.07,17237.1,11390.17
Project 0035,2026-07-01,288.78,17055.94,12387.42
Project 0035,2026-08-01,334.9,21470.69,13540.98
Project 0036,2024-09-01,248.51,42333.07,30215.2
Project 0036,2024-10-01,308.21,34333.12,21225.76
Project 0036,2024-11-01,294.6,43348.32,27763.33
Project 0036,2024-12-01,305.75,35086.74,26138.01
Project 0036,2025-01-01,231.86,44464.33,27801.14
Project 0036,2025-02-01,288.61,45893.15,31318.51
Project 0036,2025-03-01,336.11,45707.6,29726.58
Project 0036,2025-04-01,267.69,38919.97,27002.83
Project 0036,2025-05-01,256.19,36766.87,22841.42
Project 0036,2025-06-01,313.22,35198.11,23697.06
Project 0036,2025-07-01,274.18,39566.39,28955.18
Project 0036,2025-08-01,322.7,33081.71,24162.28
Project 0036,2025-09-01,294.72,39044.42,28849.64
Project 0036,2025-10-01,290.8,35699.19,23023.99
Project 0036,2025-11-01,329.04,36358.23,26538.6
Project 0036,2025-12-01,249.2,43840.22,24872.74
Project 0036,2026-01-01,231.49,41318.0,28284.87
Project 0036,2026-02-01,309.08,40245.88,26885.62
Project 0036,2026-03-01,249.91,38706.41,23655.05
Project 0036,2026-04-01,307.68,40161.22,28349.67
Project 0036,2026-05-01,348.78,43629.26,26490.3
Project 0036,2026-06-01,268.45,33681.75,23532.06
Project 0036,2026-07-01,328.93,38926.62,25686.33
Project 0036,2026-08-01,345.6,45953.3,25911.27
Project 0037,2024-09-01,337.44,43746.36,26299.2
Project 0037,2024-10-01,347.16,42959.27,25575.67
Project 0037,2024-11-01,349.99,46068.67,26171.58
Project 0037,2024-12-01,287.87,44402.3,30854.15
Project 0037,2025-01-01,377.84,39489.06,25122.48
Project 0037,2025-02-01,312.89,39623.83,25032.3
Project 0037,2025-03-01,333.99,43307.73,28333.42
Project 0037,2025-04-01,259.63,38854.46,27038.16
Project 0037,2025-05-01,301.59,45394.42,32305.92
Project 0037,2025-06-01,364.07,42655.87,26069.19
Project 0037,2025-07-01,383.62,37627.13,23664.09
Project 0037,2025-08-01,290.17,49111.17,33359.89
Project 0037,2025-09-01,256.21,50397.31,36090.88
Project 0037,2025-10-01,337.12,45579.73,29837.93
Project 0037,2025-11-01,256.46,50415.88,30360.73
Project 0037,2025-12-01,357.84,50436.42,27918.02
Project 0037,2026-01-01,325.98,44713.03,28177.1
Project 0037,2026-02-01,347.74,41209.45,24377.78
Project 0037,2026-03-01,365.08,49210.98,31153.12
Project 0037,2026-04-01,290.84,40988.57,26497.4
Project 0037,2026-05-01,301.57,47944.76,32219.3
Project 0037,2026-06-01,293.8,42566.94,23623.46
Project 0037,2026-07-01,282.74,36527.44,23059.09
Project 0037,2026-08-01,364.43,50045.54,30199.13
Project 0038,2024-09-01,223.5,31907.22,19713.8
Project 0038,2024-10-01,247.39,35105.93,20840.8
Project 0038,2024-11-01,199.23,30468.53,17695.9
Project 0038,2024-12-01,225.35,37718.24,24280.0
Project 0038,2025-01-01,298.05,36279.97,26403.51
Project 0038,2025-02-01,201.78,38227.41,25421.77
Project 0038,2025-03-01,199.76,38742.54,25567.63
Project 0038,2025-04-01,251.4,39640.15,21834.64
Project 0038,2025-05-01,244.9,28962.38,16827.19
Project 0038,2025-06-01,277.93,37202.41,21784.84
Project 0038,2025-07-01,247.76,40028.15,23159.06
Project 0038,2025-08-01,287.1,38460.93,26071.09
Project 0038,2025-09-01,281.16,39585.94,28756.86
Project 0038,2025-10-01,282.31,34294.95,25719.51
Project 0038,2025-11-01,210.71,37965.09,24816.4
Project 0038,2025-12-01,217.5,36230.12,26903.7
Project 0038,2026-01-01,217.88,31037.61,22751.61
Project 0038,2026-02-01,204.95,34689.87,23229.64
Project 0038,2026-03-01,205.1,36412.7,27109.42
Project 0038,2026-04-01,261.08,35683.87,23338.08
Project 0038,2026-05-01,227.68,36525.0,22187.05
Project 0038,2026-06-01,288.99,35271.63,19751.16
Project 0038,2026-07-01,289.0,36432.6,21181.31
Project 0038,2026-08-01,233.16,29012.94,19369.87
Project 0039,2024-09-01,32.86,6805.75,4494.96
Project 0039,2024-10-01,30.57,8098.96,5102.39
Project 0039,2024-11-01,40.64,8602.81,6214.46
Project 0039,2024-12-01,32.62,8001.81,4933.85
Project 0039,2025-01-01,28.03,6768.34,4654.39
Project 0039,2025-02-01,30.27,7146.91,5357.61
Project 0039,2025-03-01,28.66,6945.13,3956.9
Project 0039,2025-04-01,35.91,8045.39,5012.65
Project 0039,2025-05-01,38.33,7920.76,5652.42
Project 0039,2025-06-01,38.87,9106.99,6037.64
Project 0039,2025-07-01,27.93,6921.92,3882.52
Project 0039,2025-08-01,38.62,8288.88,5402.17
Project 0039,2025-09-01,34.51,6571.12,4843.9
Project 0039,2025-10-01,38.65,8095.39,5747.98
Project 0039,2025-11-01,38.06,9034.6,6320.06
Project 0039,2025-12-01,27.33,7074.78,4623.51
Project 0039,2026-01-01,40.95,6766.87,4114.15
Project 0039,2026-02-01,32.28,8812.27,5416.37
Project 0039,2026-03-01,31.91,9043.1,5679.59
Project 0039,2026-04-01,36.55,6715.37,4081.39
Project 0039,2026-05-01,35.35,8061.68,5593.51
Project 0039,2026-06-01,34.19,8509.88,5243.78
Project 0039,2026-07-01,31.1,8768.77,5712.87
Project 0039,2026-08-01,39.34,7544.08,4800.93
Project 0040,2024-09-01,376.79,21662.4,14524.38
Project 0040,2024-10-01,348.74,19401.53,13524.72
Project 0040,2024-11-01,367.42,26575.49,16584.67
Project 0040,2024-12-01,405.05,20365.58,14518.89
Project 0040,2025-01-01,301.24,20428.59,14157.57
Project 0040,2025-02-01,317.58,21085.55,12239.28
Project 0040,2025-03-01,336.28,20672.25,14399.62
